Turno;Curso;Unidade de execução;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Slots;Características pedidas;Sala da aula;Lotação
L5142-1TP01;LSS-PL, LS-PL;Sociologia da Família;SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1;24;;;Ter;21:00:00;22:30:00;3;Sala de Aulas normal;;
L5156TP01;LCP;Direito Constitucional e Administrativo;CPB1;43;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5156TP01;LCP;Direito Constitucional e Administrativo;CPB1;43;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5157TP01;LCP;Instituições Políticas;CPA2, CPA1;46;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5157TP01;LCP;Instituições Políticas;CPA2, CPA1;46;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5161TP01;LCP;Sistemas Políticos Comparados;CPB1;42;;;Sex;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5161TP01;LCP;Sistemas Políticos Comparados;CPB1;42;;;Sex;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5164-1TP01;LCP, LSS-PL;Cidadania e Cultura Política;SS-PL-C2, SS-PL-C1, CPC1;16;;;Seg;16:00:00;17:30:00;3;Sala NEE;;
L5164-1TP01;LCP, LSS-PL;Cidadania e Cultura Política;SS-PL-C2, SS-PL-C1, CPC1;16;;;Seg;14:30:00;16:00:00;3;Sala NEE;;
L5166T01;LHMC;Formação do Portugal Moderno;HMCA1;48;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5166TP02;LHMC;Formação do Portugal Moderno;HMCA1;48;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5173T01;LHMC;As Revoluções Liberais em Portugal;HMCB1;20;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5173TP02;LHMC;As Revoluções Liberais em Portugal;HMCB1;20;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5174-1TTP01;ISCTE-IUL;A Europa e o Mundo no Século XIX;CI-IEPM2, CI-IEPM1;5;;;Sex;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5174-1TTP01;ISCTE-IUL;A Europa e o Mundo no Século XIX;CI-IEPM2, CI-IEPM1;5;;;Sex;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5174T01;LHMC;A Europa e o Mundo no Século XIX;HMCB1;25;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5174TP02;LHMC;A Europa e o Mundo no Século XIX;HMCB1;25;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5179T01;LHMC;Portugal no Estado Novo;HMCC1;34;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5179TP02;LHMC;Portugal no Estado Novo;HMCC1;34;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5180T01;LHMC;A Europa e o Mundo Entre as Guerras;HMCC1;36;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5180TP02;LHMC;A Europa e o Mundo Entre as Guerras;HMCC1;36;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5189TP01;LGM;Comunicação Integrada em Marketing;GMKC1;36;;;Seg;08:00:00;09:30:00;3;Sala de Aulas normal;;
L5189TP01;LGM;Comunicação Integrada em Marketing;GMKC1;36;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5189TP01;LGM;Comunicação Integrada em Marketing;GMKC1;36;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L5200PL03;LP;Psicologia Social;PA4, PA2;54;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5200T01;LP;Psicologia Social;PA4, PA3, PA2, PA1;107;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5200TP04;LP;Psicologia Social;PA3, PA1;53;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5200TP05;LP;Psicologia Social;PA4, PA2;54;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5205PL01;LP;Competências Académicas I;PA4, PA2;47;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5205PL02;LP;Competências Académicas I;PA3, PA1;56;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5205TP04;LP;Competências Académicas I;PA4, PA3, PA2, PA1;103;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5209PL03;LP;Percepção, Atenção e Memória;PA3, PA1;61;;;Ter;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5209T01;LP;Percepção, Atenção e Memória;PA4, PA3, PA2, PA1;123;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5211T01;LP;Percepção de Pessoas e Relações Interpessoais;PC4, PC3, PC2, PC1;15;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5211TP04;LP;Percepção de Pessoas e Relações Interpessoais;PC4, PC3, PC2, PC1;15;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5214TP01;LP;História da Psicologia;PB4, PB3, PB2, PB1;90;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5214TP01;LP;História da Psicologia;PB4, PB3, PB2, PB1;90;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5216TP01;LP;Aprendizagem, Motivação e Emoção;PA4, PA2;57;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5216TP01;LP;Aprendizagem, Motivação e Emoção;PA4, PA2;57;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5216TP02;LP;Aprendizagem, Motivação e Emoção;PA3, PA1;65;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5216TP02;LP;Aprendizagem, Motivação e Emoção;PA3, PA1;65;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5219TP01;LP;Psicologia da Personalidade;PB4, PB2;59;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5219TP01;LP;Psicologia da Personalidade;PB4, PB2;59;;;Seg;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5219TP02;LP;Psicologia da Personalidade;PB3, PB1;54;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5219TP02;LP;Psicologia da Personalidade;PB3, PB1;54;;;Ter;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5225TP01;LP;Psicopatologia;PC4, PC3, PC2, PC1;72;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5239PL01;LP;Psicometria;PC4, PC2;37;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5239PL02;LP;Psicometria;PC3, PC1;40;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5239TP03;LP;Psicometria;PC4, PC2;37;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5239TP04;LP;Psicometria;PC3, PC1;40;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5240TP01;LP;Psicologia do Desenvolvimento do Adulto;PB3, PB1;52;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5240TP01;LP;Psicologia do Desenvolvimento do Adulto;PB3, PB1;52;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5240TP02;LP;Psicologia do Desenvolvimento do Adulto;PB4, PB2;55;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5240TP02;LP;Psicologia do Desenvolvimento do Adulto;PB4, PB2;55;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5242TP01;LP;Estatística e Análise de Dados III;PC3, PC1;39;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5242TP01;LP;Estatística e Análise de Dados III;PC3, PC1;39;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5242TP02;LP;Estatística e Análise de Dados III;PC4, PC2;40;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5242TP02;LP;Estatística e Análise de Dados III;PC4, PC2;40;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5300T01;LGRH;Tratamento de Informação;GRHA2, GRHA1;59;;;Sex;14:30:00;16:00:00;3;Anfiteatro aulas;;
L5300TP02;LGRH;Tratamento de Informação;GRHA1;31;;;Seg;13:00:00;14:30:00;3;Laboratório de Informática;;
L5300TP02;LGRH;Tratamento de Informação;GRHA1;31;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5300TP03;LGRH;Tratamento de Informação;GRHA2;28;;;Seg;16:00:00;17:30:00;3;Laboratório de Informática;;
L5300TP03;LGRH;Tratamento de Informação;GRHA2;28;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5303-1T01;MIG;Sistemas Informáticos de Apoio à Decisão I;MIGA1;27;;;Seg;19:30:00;21:00:00;3;Sala Aulas Mestrado;;
L5303-1TP02;MIG;Sistemas Informáticos de Apoio à Decisão I;MIGA1;27;;;Seg;21:00:00;22:30:00;3;Sala Aulas Mestrado;;
L5303-2T01;LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;I-PLD1, MEI-SIGCA1;45;;;Qua;18:00:00;19:30:00;3;Sala Aulas Mestrado;;
L5303-2T02;LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;ID1;60;;;Sex;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5303-2TP03;LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;MEI-SIGCA1;35;;;Qua;19:30:00;21:00:00;3;Sala Aulas Mestrado;;
L5303-2TP04;LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;I-PLD1;10;;;Qui;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5303-2TP05;LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;ID1;60;;;Sex;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5307-1TP01;LEI-PL, LIGE-PL;Multimédia e Computação Gráfica;I-PLC1, EI-PLC1;37;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5307-1TP01;LEI-PL, LIGE-PL;Multimédia e Computação Gráfica;I-PLC1, EI-PLC1;37;;;Qua;21:00:00;22:30:00;3;Sala de Aulas normal;;
L5307-1TP01;LEI-PL, LIGE-PL;Multimédia e Computação Gráfica;I-PLC1, EI-PLC1;37;;;Qui;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5307-3TP01;LIGE;Multimédia e Computação Gráfica;IC2, IC1;57;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5307-3TP01;LIGE;Multimédia e Computação Gráfica;IC2, IC1;57;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5307-3TP01;LIGE;Multimédia e Computação Gráfica;IC2, IC1;57;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5307TP01;LEI;Multimédia e Computação Gráfica;EIC2, EIC1;58;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5307TP01;LEI;Multimédia e Computação Gráfica;EIC2, EIC1;58;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5307TP01;LEI;Multimédia e Computação Gráfica;EIC2, EIC1;58;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5321TP01;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS2;38;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5321TP01;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS2;38;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5321TP02;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS1;30;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5321TP02;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS1;30;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5332TP01;MIA;Teoria da Arquitectura Contemporânea I;ARC6, ARC5, ARC4, ARC3, ARC2, ARC1;64;;;Sex;16:00:00;17:30:00;3;Anfiteatro aulas;;
L5332TP01;MIA;Teoria da Arquitectura Contemporânea I;ARC6, ARC5, ARC4, ARC3, ARC2, ARC1;64;;;Sex;14:30:00;16:00:00;3;Anfiteatro aulas;;
L5333TP01;MIA;História da Arquitectura Portuguesa;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;56;;;Qui;11:00:00;12:30:00;3;Anfiteatro aulas;;
L5333TP01;MIA;História da Arquitectura Portuguesa;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;56;;;Qui;09:30:00;11:00:00;3;Anfiteatro aulas;;
L5400-1TP01;LS-PL;Análise de Dados em Ciências Sociais - Descritiva;S-PL-A2, S-PL-A1;56;;;Ter;21:00:00;22:30:00;3;Laboratório de Informática;;
L5400-1TP01;LS-PL;Análise de Dados em Ciências Sociais - Descritiva;S-PL-A2, S-PL-A1;56;;;Ter;19:30:00;21:00:00;3;Laboratório de Informática;;
L5400-1TP01;LS-PL;Análise de Dados em Ciências Sociais - Descritiva;S-PL-A2, S-PL-A1;56;;;Ter;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5400-2TP07;LS;Análise de Dados em Ciências Sociais - Descritiva;SA3;28;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5400-2TP07;LS;Análise de Dados em Ciências Sociais - Descritiva;SA3;28;;;Qui;11:00:00;12:30:00;3;Laboratório de Informática;;
L5400-2TP07;LS;Análise de Dados em Ciências Sociais - Descritiva;SA3;28;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L5400-2TP08;LS;Análise de Dados em Ciências Sociais - Descritiva;SA1;31;;;Ter;08:00:00;09:30:00;3;Sala de Aulas normal;;
L5400-2TP08;LS;Análise de Dados em Ciências Sociais - Descritiva;SA1;31;;;Qua;11:00:00;12:30:00;3;Laboratório de Informática;;
L5400-2TP08;LS;Análise de Dados em Ciências Sociais - Descritiva;SA1;31;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L5400-2TP09;LS;Análise de Dados em Ciências Sociais - Descritiva;SA2;26;;;Ter;11:00:00;12:30:00;3;Laboratório de Informática;;
L5400-2TP09;LS;Análise de Dados em Ciências Sociais - Descritiva;SA2;26;;;Ter;09:30:00;11:00:00;3;Laboratório de Informática;;
L5400-2TP09;LS;Análise de Dados em Ciências Sociais - Descritiva;SA2;26;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L5400-3TP05;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA1;32;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5400-3TP05;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA1;32;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L5400-3TP05;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA1;32;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L5400-3TP06;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA2;21;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L5400-3TP06;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA2;21;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L5400-3TP06;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA2;21;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L5400TP03;LHMC;Análise de Dados em Ciências Sociais - Descritiva;HMCA1;60;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5400TP03;LHMC;Análise de Dados em Ciências Sociais - Descritiva;HMCA1;60;;;Sex;16:00:00;17:30:00;3;Laboratório de Informática;;
L5400TP03;LHMC;Análise de Dados em Ciências Sociais - Descritiva;HMCA1;60;;;Sex;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5402TP01;LCP;Introdução à Ciência Política;CPA2, CPA1;48;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5402TP01;LCP;Introdução à Ciência Política;CPA2, CPA1;48;;;Seg;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5405TP01;LCP;Teoria Política: Clássicos e Modernos;CPA2, CPA1;50;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L5405TP01;LCP;Teoria Política: Clássicos e Modernos;CPA2, CPA1;50;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5408-1TP01;LS;Cultura e Sociedade;SA3;31;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5408-1TP01;LS;Cultura e Sociedade;SA3;31;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L5408-1TP02;LS;Cultura e Sociedade;SA2;33;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5408-1TP02;LS;Cultura e Sociedade;SA2;33;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5408-1TP03;LS;Cultura e Sociedade;SA1;27;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L5408-1TP03;LS;Cultura e Sociedade;SA1;27;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5408TP01;LS-PL;Cultura e Sociedade;S-PL-A2;20;;;Seg;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5408TP01;LS-PL;Cultura e Sociedade;S-PL-A2;20;;;Seg;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5408TP02;LS-PL;Cultura e Sociedade;S-PL-A1;26;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5408TP02;LS-PL;Cultura e Sociedade;S-PL-A1;26;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5410-1TP01;LS;Objecto e Método da Sociologia;SA3, SA2;70;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5410-1TP01;LS;Objecto e Método da Sociologia;SA3, SA2;70;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5410-1TP02;LS;Objecto e Método da Sociologia;SA1;37;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5410-1TP02;LS;Objecto e Método da Sociologia;SA1;37;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5410TP01;LS-PL;Objecto e Método da Sociologia;S-PL-A2, S-PL-A1;54;;;Qui;21:00:00;22:30:00;3;Sala de Aulas normal;;
L5410TP01;LS-PL;Objecto e Método da Sociologia;S-PL-A2, S-PL-A1;54;;;Qui;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5411-1TP01;LS;Teorias Sociológicas Clássicas;SA1;49;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5411-1TP01;LS;Teorias Sociológicas Clássicas;SA1;49;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5411-1TP02;LS;Teorias Sociológicas Clássicas;SA3, SA2;91;;;Sex;11:00:00;12:30:00;3;Sala de Aulas normal;;
L5411-1TP02;LS;Teorias Sociológicas Clássicas;SA3, SA2;91;;;Sex;09:30:00;11:00:00;3;Sala de Aulas normal;;
L5411TP01;LS-PL;Teorias Sociológicas Clássicas;S-PL-A1;44;;;Seg;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5411TP01;LS-PL;Teorias Sociológicas Clássicas;S-PL-A1;44;;;Seg;18:00:00;19:30:00;3;Sala de Aulas normal;;
L5411TP02;LS-PL;Teorias Sociológicas Clássicas;S-PL-A2;37;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
L5411TP02;LS-PL;Teorias Sociológicas Clássicas;S-PL-A2;37;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
L6017TP01;LFC, LGM;Gestão Integrada de Projectos;GMKC1, FCC2, FCC1;28;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L6017TP01;LFC, LGM;Gestão Integrada de Projectos;GMKC1, FCC2, FCC1;28;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L6043TP01;LFC, LGM;Análise de Dados para Gestão;GMKC1, FCC2, FCC1;23;;;Qua;13:00:00;14:30:00;3;Laboratório de Informática;;
L6043TP01;LFC, LGM;Análise de Dados para Gestão;GMKC1, FCC2, FCC1;23;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L6046TP01;LFC;Gestão de Activos Financeiros;FCC1;46;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L6046TP01;LFC;Gestão de Activos Financeiros;FCC1;46;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
L6049-1T01;LIGE-PL;Gestão de Sistemas de Informação;I-PLD1;8;;;Seg;19:30:00;21:00:00;3;Sala de Aulas normal;;
L6049-1TP02;LIGE-PL;Gestão de Sistemas de Informação;I-PLD1;8;;;Seg;21:00:00;22:30:00;3;Sala de Aulas normal;;
L6049T01;LIGE;Gestão de Sistemas de Informação;ID1;57;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L6049T02;LIGE;Gestão de Sistemas de Informação;I-PLD1;0;;;Seg;19:30:00;21:00:00;3;Sala de Aulas normal;;
L6049TP03;LIGE;Gestão de Sistemas de Informação;ID1;57;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
L6049TP04;LIGE;Gestão de Sistemas de Informação;I-PLD1;0;;;Seg;21:00:00;22:30:00;3;Sala de Aulas normal;;
L6060TP01;ISCTE-IUL;International Finance And Accounting;CI-IBS1;18;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
L6060TP01;ISCTE-IUL;International Finance And Accounting;CI-IBS1;18;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L6061TP01;MIA;Gramáticas de Composição e Representação I;ARA1;32;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L6061TP01;MIA;Gramáticas de Composição e Representação I;ARA1;32;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L6061TP02;MIA;Gramáticas de Composição e Representação I;ARA2;32;;;Qui;16:00:00;17:30:00;3;Arq 4;;
L6061TP02;MIA;Gramáticas de Composição e Representação I;ARA2;32;;;Qui;14:30:00;16:00:00;3;Arq 4;;
L6063T01;MIA;Cultura Arquitectónica;ARA2, ARA1;65;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L6067TP01;MIA;Tecnologias da Construção I;ARB1;38;;;Ter;11:00:00;12:30:00;3;Arq 9;;
L6067TP01;MIA;Tecnologias da Construção I;ARB1;38;;;Ter;09:30:00;11:00:00;3;Arq 9;;
L6067TP02;MIA;Tecnologias da Construção I;ARB2;33;;;Sex;09:30:00;11:00:00;3;Arq 9;;
L6067TP02;MIA;Tecnologias da Construção I;ARB2;33;;;Sex;08:00:00;09:30:00;3;Arq 9;;
L6074TP01;MIA;Tecnologias da Construção III;ARC3, ARC2, ARC1;39;;;Qua;11:00:00;12:30:00;3;Arq 9;;
L6074TP01;MIA;Tecnologias da Construção III;ARC3, ARC2, ARC1;39;;;Qua;09:30:00;11:00:00;3;Anfiteatro aulas;;
L6074TP02;MIA;Tecnologias da Construção III;ARC6, ARC5, ARC4;25;;;Qua;13:00:00;14:30:00;3;Arq 9;;
L6074TP02;MIA;Tecnologias da Construção III;ARC6, ARC5, ARC4;25;;;Qua;09:30:00;11:00:00;3;0;;
L6078TP01;MIA;Arquitectura, Ambiente e Sustentabilidade;ARD3, ARD2, ARD1;26;;;Seg;14:30:00;16:00:00;3;Arq 9;;
L6078TP01;MIA;Arquitectura, Ambiente e Sustentabilidade;ARD3, ARD2, ARD1;26;;;Qui;14:30:00;16:00:00;3;Arq 9;;
L6078TP02;MIA;Arquitectura, Ambiente e Sustentabilidade;ARD6, ARD5, ARD4;35;;;Qui;13:00:00;14:30:00;3;Arq 9;;
L6078TP02;MIA;Arquitectura, Ambiente e Sustentabilidade;ARD6, ARD5, ARD4;35;;;Sex;08:00:00;09:30:00;3;Arq 9;;
L6082-1T01;MEU, MIA;Gestão Urbana;ARE3, ARE2, ARE1;35;;;Ter;08:00:00;09:30:00;3;Laboratório de Informática;;
L6082-1T02;MEU, MIA;Gestão Urbana;ARE6, ARE5, ARE4;29;;;Qui;17:30:00;19:00:00;3;Laboratório de Informática;;
L6089TP01;MIA;História da Arquitectura e da Cidade I;ARB1;35;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L6089TP01;MIA;História da Arquitectura e da Cidade I;ARB1;35;;;Sex;09:30:00;11:00:00;3;Sala de Aulas normal;;
L6089TP02;MIA;História da Arquitectura e da Cidade I;ARB2;28;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L6089TP02;MIA;História da Arquitectura e da Cidade I;ARB2;28;;;Ter;13:00:00;14:30:00;3;Sala de Aulas normal;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Seg;11:00:00;12:30:00;3;Arq 4;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Seg;09:30:00;11:00:00;3;Arq 4;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Qua;16:00:00;17:30:00;3;Arq 4;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Qua;14:30:00;16:00:00;3;Arq 4;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Sex;11:00:00;12:30:00;3;Arq 4;;
L6095PL01;MIA;Arquitectura V;ARC2, ARC1;31;;;Sex;09:30:00;11:00:00;3;Arq 4;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Seg;11:00:00;12:30:00;3;Arq 5;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Seg;09:30:00;11:00:00;3;Arq 5;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Qua;16:00:00;17:30:00;3;Arq 5;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Qua;14:30:00;16:00:00;3;Arq 5;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Sex;11:00:00;12:30:00;3;Arq 5;;
L6095PL02;MIA;Arquitectura V;ARC4, ARC3;24;;;Sex;09:30:00;11:00:00;3;Arq 5;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Seg;11:00:00;12:30:00;3;Arq 6;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Seg;09:30:00;11:00:00;3;Arq 6;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Qua;16:00:00;17:30:00;3;Arq 6;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Qua;14:30:00;16:00:00;3;Arq 6;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Sex;11:00:00;12:30:00;3;Arq 6;;
L6095PL03;MIA;Arquitectura V;ARC6, ARC5;21;;;Sex;09:30:00;11:00:00;3;Arq 6;;
L6096PL02;MIA;Projecto Final de Arquitectura;ARE2, ARE1;22;;;Ter;11:00:00;12:30:00;3;Arq 1;;
L6096PL02;MIA;Projecto Final de Arquitectura;ARE2, ARE1;22;;;Ter;09:30:00;11:00:00;3;Arq 1;;
L6096PL02;MIA;Projecto Final de Arquitectura;ARE2, ARE1;22;;;Qui;09:30:00;11:00:00;3;Arq 1;;
L6096PL02;MIA;Projecto Final de Arquitectura;ARE2, ARE1;22;;;Qui;11:00:00;12:30:00;3;Arq 1;;
L6096PL03;MIA;Projecto Final de Arquitectura;ARE4, ARE3;26;;;Ter;11:00:00;12:30:00;3;Arq 2;;
L6096PL03;MIA;Projecto Final de Arquitectura;ARE4, ARE3;26;;;Ter;09:30:00;11:00:00;3;Arq 2;;
