Turno;Curso;Unidade de execução;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Slots;Características pedidas;Sala da aula;Lotação
02413S01;MMA;Dissertação em Mercados da Arte;MMA-B1;20;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02416S02;PGADCS;Seminário de Pesquisa Extensiva em Ciências Sociais: Metodologias de Recolha, Tratamento e Análise de Dados (6ects);PG-ADCSA1;18;;;Qua;18:30:00;21:30:00;6;Laboratório de Informática;;
02416S02;PGADCS;Seminário de Pesquisa Extensiva em Ciências Sociais: Metodologias de Recolha, Tratamento e Análise de Dados (6ects);PG-ADCSA1;18;;;Qui;18:30:00;21:30:00;6;Laboratório de Informática;;
02420TP01;PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;;0;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
02421TP01;PGJILP;Informação de Agência e Linguagem Jornalística;;0;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02430TP01;LGRH;Comunicação Organizacional;GRHC1;48;;;Qui;08:00:00;09:30:00;3;Sala de Aulas normal;;
02430TP01;LGRH;Comunicação Organizacional;GRHC1;48;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
02478T01;DHESD;Ciclo de Conferências do Doutoramento em História, Estudos de Segurança e Defesa I;DHESDA1;11;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02480S01;DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;DHESDA1;18;;;Qua;18:00:00;20:00:00;4;0;;
02533TP01;ISCTE-IUL;Métodos de Avaliação de Projetos;CI-IBS2;24;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
02533TP01;ISCTE-IUL;Métodos de Avaliação de Projetos;CI-IBS2;24;;;Seg;13:00:00;14:30:00;3;Sala de Aulas normal;;
02568S01;DCP;Tese em Ciência Política - Especialização em Ciência Política III;DCPC1;5;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02595S01;DEA;Tese em Estudos Africanos III;DEAC1;9;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02640S01;DHMC;Tese em História Moderna e Contemporânea I;DHMCB1;7;;;Qui;18:00:00;21:00:00;6;Sala Aulas Mestrado;;
02658S02;DSS;Tese em Serviço Social I;;0;;;Qua;14:30:00;17:30:00;6;Sala Aulas Mestrado;;
02658S02;DSS;Tese em Serviço Social I;;0;;;Qua;10:00:00;13:00:00;6;Sala Aulas Mestrado;;
02658S02;DSS;Tese em Serviço Social I;;0;;;Qui;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02658S02;DSS;Tese em Serviço Social I;;0;;;Sex;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02658T01;DSS;Tese em Serviço Social I;;0;;;Ter;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02660S02;DSS;Tese em Serviço Social III;;0;;;Qua;14:30:00;17:30:00;6;Sala Aulas Mestrado;;
02660S02;DSS;Tese em Serviço Social III;;0;;;Qui;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02660S02;DSS;Tese em Serviço Social III;;0;;;Sex;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02660T01;DSS;Tese em Serviço Social III;;0;;;Ter;17:00:00;20:00:00;6;Sala Aulas Mestrado;;
02662S01;DS;Tese em Sociologia I;DSB1;9;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
02664S01;DS;Tese em Sociologia III;DSC1;20;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
02668TP01;LE;Economia e Estratégia da Propriedade Intelectual;EC2, EC1;25;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
02668TP01;LE;Economia e Estratégia da Propriedade Intelectual;EC2, EC1;25;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
02670TP01;MGE;Contabilidade e Reporte Financeiro (6ects);MGEA1;30;;;Ter;09:30:00;11:00:00;3;Sala Aulas Mestrado Plus;;
02670TP01;MGE;Contabilidade e Reporte Financeiro (6ects);MGEA1;30;;;Ter;08:00:00;09:30:00;3;Sala Aulas Mestrado Plus;;
