Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
L5004-2PL07;LG;Microeconomia;GAi;31;;;3;Qua;;;Sala de Aulas normal;;;1
L5004-2PL07;LG;Microeconomia;GAi;31;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-2PL08;LG;Microeconomia;GA1;39;;;3;Qua;;;Sala de Aulas normal;;;1
L5004-2PL08;LG;Microeconomia;GA1;39;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-2PL09;LG;Microeconomia;GA2;39;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-2PL09;LG;Microeconomia;GA2;39;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-2PL10;LG;Microeconomia;GA7;30;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-2PL10;LG;Microeconomia;GA7;30;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-2PL11;LG;Microeconomia;GA5;39;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-2PL11;LG;Microeconomia;GA5;39;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-2T01;LG;Microeconomia;GAi;31;;;3;Seg;;;Sala de Aulas normal;;;1
L5004-2T02;LG;Microeconomia;"GA4, GA3, GA2, GA1";151;;;3;Seg;;;Anfiteatro aulas;;;1
L5004-2T03;LG;Microeconomia;"GA7, GA6, GA5";110;;;3;Qua;;;Anfiteatro aulas;;;1
L5004-3PL02;LGIL;Microeconomia;GILA2;26;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-3PL02;LGIL;Microeconomia;GILA2;26;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-3PL03;LGIL;Microeconomia;GILA1;32;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-3PL03;LGIL;Microeconomia;GILA1;32;;;3;Sex;;;Sala de Aulas normal;;;1
L5004-3T01;LGIL;Microeconomia;"GILA2, GILA1";58;;;3;Seg;;;Anfiteatro aulas;;;1
L5004PL02;LIGE-PL;Microeconomia;I-PLB1;38;;;6;Qua;;;Sala de Aulas normal;;;0
L5004T01;LIGE-PL;Microeconomia;I-PLB1;38;;;3;Seg;;;Sala de Aulas normal;;;0
L5014PL02;LE;Economia Sectorial;EC2;33;;;3;Qua;;;Sala de Aulas normal;;;1
L5014PL03;LE;Economia Sectorial;EC1;46;;;3;Qua;;;Sala de Aulas normal;;;1
L5014T01;LE;Economia Sectorial;"EC2, EC1";79;;;3;Seg;;;Anfiteatro aulas;;;1
L5014T01;LE;Economia Sectorial;"EC2, EC1";79;;;3;Qua;;;Anfiteatro aulas;;;1
L5020TP01;LE;Economia da Inovação e do Conhecimento;"EC2, EC1";38;;;3;Ter;;;Sala de Aulas normal;;;1
L5020TP01;LE;Economia da Inovação e do Conhecimento;"EC2, EC1";38;;;3;Qui;;;Sala de Aulas normal;;;1
L5021T01;LE;Economia do Trabalho e dos Recursos Humanos;"EB2, EB1";73;;;3;Ter;;;Anfiteatro aulas;;;1
L5021TP02;LE;Economia do Trabalho e dos Recursos Humanos;EB2;32;;;3;Qua;;;Sala de Aulas normal;;;1
L5021TP02;LE;Economia do Trabalho e dos Recursos Humanos;EB2;32;;;3;Qui;;;Sala de Aulas normal;;;1
L5021TP03;LE;Economia do Trabalho e dos Recursos Humanos;EB1;41;;;3;Qua;;;Sala de Aulas normal;;;1
L5021TP03;LE;Economia do Trabalho e dos Recursos Humanos;EB1;41;;;3;Qui;;;Sala de Aulas normal;;;1
L5024TP01;LGM;Marketing Operacional;GMKB1;46;;;3;Seg;;;Sala de Aulas normal;;;1
L5024TP01;LGM;Marketing Operacional;GMKB1;46;;;3;Ter;;;Sala de Aulas normal;;;1
L5024TP01;LGM;Marketing Operacional;GMKB1;46;;;3;Sex;;;Sala de Aulas normal;;;1
L5026TP01;"LA, LA-PL";Culturas: Identificações e Diferenciações;"LAPLA1, A-A1";40;;;3;Seg;;;Sala de Aulas normal;;;1
L5026TP01;"LA, LA-PL";Culturas: Identificações e Diferenciações;"LAPLA1, A-A1";40;;;3;Qua;;;Sala de Aulas normal;;;1
L5027-1PL04;"LG, LGM";Matemática;GA7;36;;;3;Seg;;;Sala de Aulas normal;;;1
L5027-1PL04;"LG, LGM";Matemática;GA7;36;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL05;"LG, LGM";Matemática;GA4;34;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL05;"LG, LGM";Matemática;GA4;34;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL06;"LG, LGM";Matemática;GA2;35;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL06;"LG, LGM";Matemática;GA2;35;;;3;Sex;;;Sala de Aulas normal;;;1
L5027-1PL07;"LG, LGM";Matemática;GA1;36;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL07;"LG, LGM";Matemática;GA1;36;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL08;"LG, LGM";Matemática;GMKA1;32;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL08;"LG, LGM";Matemática;GMKA1;32;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL09;"LG, LGM";Matemática;GMKA2;32;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-1PL09;"LG, LGM";Matemática;GMKA2;32;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL10;"LG, LGM";Matemática;GA3;40;;;3;Qua;;;Sala de Aulas normal;;;1
L5027-1PL10;"LG, LGM";Matemática;GA3;40;;;3;Sex;;;Sala de Aulas normal;;;1
L5027-1PL11;"LG, LGM";Matemática;GAi;26;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL11;"LG, LGM";Matemática;GAi;26;;;3;Sex;;;Sala de Aulas normal;;;1
L5027-1PL12;"LG, LGM";Matemática;GA6;34;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL12;"LG, LGM";Matemática;GA6;34;;;3;Sex;;;Sala de Aulas normal;;;1
L5027-1PL13;"LG, LGM";Matemática;GA5;32;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-1PL13;"LG, LGM";Matemática;GA5;32;;;3;Sex;;;Sala de Aulas normal;;;1
L5027-1T01;"LG, LGM";Matemática;GAi;26;;;3;Qua;;;Sala de Aulas normal;;;1
L5027-1T02;"LG, LGM";Matemática;"GA4, GA3, GA2, GA1";145;;;3;Qua;;;Anfiteatro aulas;;;1
L5027-1T03;"LG, LGM";Matemática;"GMKA2, GMKA1, GA7, GA6, GA5";166;;;3;Qua;;;Anfiteatro aulas;;;1
L5027-2PL02;LGIL;Matemática;GILA1;28;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-2PL02;LGIL;Matemática;GILA1;28;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-2PL03;LGIL;Matemática;GILA2;26;;;3;Ter;;;Sala de Aulas normal;;;1
L5027-2PL03;LGIL;Matemática;GILA2;26;;;3;Qui;;;Sala de Aulas normal;;;1
L5027-2T01;LGIL;Matemática;"GILA2, GILA1";54;;;3;Qua;;;Anfiteatro aulas;;;1
L5027PL02;LFC;Matemática;FCA3;37;;;3;Seg;;;Sala de Aulas normal;;;1
L5027PL02;LFC;Matemática;FCA3;37;;;3;Ter;;;Sala de Aulas normal;;;1
L5027PL03;LFC;Matemática;FCA1;37;;;3;Seg;;;Sala de Aulas normal;;;1
L5027PL03;LFC;Matemática;FCA1;37;;;3;Qui;;;Sala de Aulas normal;;;1
L5027PL04;LFC;Matemática;FCA2;37;;;3;Seg;;;Sala de Aulas normal;;;1
L5027PL04;LFC;Matemática;FCA2;37;;;3;Qui;;;Sala de Aulas normal;;;1
L5027T01;LFC;Matemática;"FCA3, FCA2, FCA1";111;;;3;Qua;;;Anfiteatro aulas;;;1
L5029PL03;LFC;Direito das Sociedades Comerciais;FCB1;39;;;3;Qui;;;Sala de Aulas normal;;;1
L5029PL04;LFC;Direito das Sociedades Comerciais;FCB2;35;;;3;Qui;;;Sala de Aulas normal;;;1
L5029T01;LFC;Direito das Sociedades Comerciais;FCB2;35;;;3;Ter;;;Sala de Aulas normal;;;1
L5029T02;LFC;Direito das Sociedades Comerciais;FCB1;39;;;3;Ter;;;Sala de Aulas normal;;;1
L5033-1TP01;ISCTE-IUL;Empreendedorismo;CI-IBS1;38;;;3;Seg;;;Sala de Aulas normal;;;1
L5033-1TP01;ISCTE-IUL;Empreendedorismo;CI-IBS1;38;;;3;Sex;;;Sala de Aulas normal;;;1
L5033TP01;"LG, LGIL";Empreendedorismo;GC3;40;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP01;"LG, LGIL";Empreendedorismo;GC3;40;;;3;Ter;;;Sala de Aulas normal;;;1
L5033TP02;"LG, LGIL";Empreendedorismo;GCi;42;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP02;"LG, LGIL";Empreendedorismo;GCi;42;;;3;Sex;;;Sala de Aulas normal;;;1
L5033TP03;"LG, LGIL";Empreendedorismo;GC2;41;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP03;"LG, LGIL";Empreendedorismo;GC2;41;;;3;Sex;;;Sala de Aulas normal;;;1
L5033TP04;"LG, LGIL";Empreendedorismo;GC5;33;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP04;"LG, LGIL";Empreendedorismo;GC5;33;;;3;Qua;;;Sala de Aulas normal;;;1
L5033TP05;"LG, LGIL";Empreendedorismo;GC1;40;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP05;"LG, LGIL";Empreendedorismo;GC1;40;;;3;Sex;;;Sala de Aulas normal;;;1
L5033TP06;"LG, LGIL";Empreendedorismo;GC4;35;;;3;Seg;;;Sala de Aulas normal;;;1
L5033TP06;"LG, LGIL";Empreendedorismo;GC4;35;;;3;Sex;;;Sala de Aulas normal;;;1
L5033TP07;"LG, LGIL";Empreendedorismo;"GC6, GILC1";34;;;3;Ter;;;Sala de Aulas normal;;;1
L5033TP07;"LG, LGIL";Empreendedorismo;"GC6, GILC1";34;;;3;Sex;;;Sala de Aulas normal;;;1
L5036TP01;LFC;Avaliação e Reestruturação de Empresas;FCC1;46;;;3;Ter;;;Sala de Aulas normal;;;1
L5036TP01;LFC;Avaliação e Reestruturação de Empresas;FCC1;46;;;3;Qua;;;Sala de Aulas normal;;;1
L5036TP02;LFC;Avaliação e Reestruturação de Empresas;FCC2;33;;;6;Sex;;;Sala de Aulas normal;;;1
L5037TP01;LGIL;Gestão Logística;GILB1;37;;;6;Ter;;;Sala de Aulas normal;;;1
L5040TP01;LGM;Metodologias de Marketing e Negociação Comercial;GMKB1;47;;;3;Ter;;;Sala de Aulas normal;;;1
L5040TP01;LGM;Metodologias de Marketing e Negociação Comercial;GMKB1;47;;;3;Qua;;;Sala de Aulas normal;;;1
L5040TP01;LGM;Metodologias de Marketing e Negociação Comercial;GMKB1;47;;;3;Qui;;;Sala de Aulas normal;;;1
L5042TP01;LGM;Sistemas de Informação de Marketing e Apoio à Decisão;GMKC1;38;;;3;Ter;;;Sala de Aulas normal;;;1
L5042TP01;LGM;Sistemas de Informação de Marketing e Apoio à Decisão;GMKC1;38;;;3;Qua;;;Sala de Aulas normal;;;1
L5042TP01;LGM;Sistemas de Informação de Marketing e Apoio à Decisão;GMKC1;38;;;3;Qui;;;Sala de Aulas normal;;;1
L5045TP01;LGIL;Gestão da Cadeia de Abastecimento;GILC1;40;;;3;Qua;;;Sala de Aulas normal;;;1
L5045TP01;LGIL;Gestão da Cadeia de Abastecimento;GILC1;40;;;6;Qui;;;Sala de Aulas normal;;;1
L5048TP01;LGIL;Gestão do Retalho;GILB1;38;;;6;Seg;;;Sala de Aulas normal;;;1
L5048TP01;LGIL;Gestão do Retalho;GILB1;38;;;3;Ter;;;Sala de Aulas normal;;;1
L5049-1TP01;"LFC, LGIL";Gestão da Energia;"FCC2, FCC1, GILC1";15;;;6;Ter;;;Sala de Aulas normal;;;1
L5067-1TP01;"LA, LA-PL";Problemáticas Centrais da Reflexão Antropológica;"LAPLA1, A-A1";38;;;3;Ter;;;Sala de Aulas normal;;;1
L5067-1TP01;"LA, LA-PL";Problemáticas Centrais da Reflexão Antropológica;"LAPLA1, A-A1";38;;;3;Qui;;;Sala de Aulas normal;;;1
L5068TP01;"LA, LA-PL";Mapas Etnográficos 1: Américas e África;"LAPLA1, A-A1";40;;;3;Seg;;;Sala de Aulas normal;;;1
L5068TP01;"LA, LA-PL";Mapas Etnográficos 1: Américas e África;"LAPLA1, A-A1";40;;;3;Ter;;;Sala de Aulas normal;;;1
L5070PL01;"LA, LA-PL";Práticas de Trabalho Universitário;"LAPLA1, A-A1";36;;;6;Qua;;;Sala de Aulas normal;;;1
L5074TP01;"LA, LA-PL";Epistemologia e Conhecimento Antropológico;"LAPLA1, A-A1";45;;;3;Ter;;;Sala de Aulas normal;;;1
L5074TP01;"LA, LA-PL";Epistemologia e Conhecimento Antropológico;"LAPLA1, A-A1";45;;;3;Qui;;;Sala de Aulas normal;;;1
L5076TP02;"LA, LA-PL";Símbolos: Significados Culturais;"LAPLB1, A-B1";38;;;3;Seg;;;Sala de Aulas normal;;;1
L5076TP02;"LA, LA-PL";Símbolos: Significados Culturais;"LAPLB1, A-B1";38;;;3;Ter;;;Sala de Aulas normal;;;1
L5077TP01;"LA, LA-PL";Antropologia Depois do Colonialismo;"LAPLB1, A-B1";33;;;3;Seg;;;Sala de Aulas normal;;;1
L5077TP01;"LA, LA-PL";Antropologia Depois do Colonialismo;"LAPLB1, A-B1";33;;;3;Ter;;;Sala de Aulas normal;;;1
L5078-1TP01;LA;Etnografia Portuguesa;A-C1;24;;;3;Seg;;;Sala de Aulas normal;;;1
L5078-1TP01;LA;Etnografia Portuguesa;A-C1;24;;;3;Qua;;;Sala de Aulas normal;;;1
L5078TP01;LA-PL;Etnografia Portuguesa;A-PLC1;11;;;3;Seg;;;Sala de Aulas normal;;;0
L5078TP01;LA-PL;Etnografia Portuguesa;A-PLC1;11;;;3;Qua;;;Sala de Aulas normal;;;0
L5080TP01;"LA, LA-PL";Pesquisa Documental e Análise de Texto;"LAPLB1, A-B1";28;;;6;Qua;;;Sala de Aulas normal;;;1
L5087-1TP01;LA;Antropologia e Imagem;A-C1;24;;;6;Ter;;;Não necessita de sala;;;1
L5087TP01;LA-PL;Antropologia e Imagem;A-PLC1;10;;;6;Ter;;;Não necessita de sala;;;0
L5092-1TP02;"LA, LA-PL";Sociedades Mediterrânicas;"LAPLB1, A-PLC1, A-C1, A-B1";20;;;3;Seg;;;Sala de Aulas normal;;;0
L5092-1TP02;"LA, LA-PL";Sociedades Mediterrânicas;"LAPLB1, A-PLC1, A-C1, A-B1";20;;;3;Qua;;;Sala de Aulas normal;;;0
L5096-1T01;"LETI-PL, LEI-PL, LIGE-PL";Programação Concorrente e Distribuída;"I-PLB1, EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1";141;;;3;Seg;;;Anfiteatro aulas;;;0
L5096-1TP04;"LETI-PL, LEI-PL, LIGE-PL";Programação Concorrente e Distribuída;I-PLB1;61;;;6;Ter;;;Laboratório de Informática;;;0
L5096-1TP05;"LETI-PL, LEI-PL, LIGE-PL";Programação Concorrente e Distribuída;;43;;;6;Sex;;;Laboratório de Informática;;;0
L5096-1TP06;"LETI-PL, LEI-PL, LIGE-PL";Programação Concorrente e Distribuída;"EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1";37;;;6;Sex;;;Laboratório de Informática;;;0
L5096-4T01;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"IB2, IB1, EIB4, EIB3, EIB2, EIB1";249;;;3;Seg;;;Anfiteatro aulas;;;1
L5096-4T02;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"IB4, IB3, ETB4, ETB3, ETB2, ETB1";187;;;3;Seg;;;Anfiteatro aulas;;;1
L5096-4TP03;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"EIB2, EIB1";72;;;6;Ter;;;Laboratório de Informática;;;1
L5096-4TP04;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"IB2, IB1";106;;;6;Ter;;;Laboratório de Informática;;;1
L5096-4TP05;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"IC2, IC1, EIC2, EIC1, ETC2, ETC1";1;;;6;Qua;;;Laboratório de Informática;;;1
L5096-4TP06;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"ETB4, ETB3";60;;;6;Qua;;;Laboratório de Informática;;;1
L5096-4TP07;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"IB4, IB3";50;;;6;Qua;;;Laboratório de Informática;;;1
L5096-4TP08;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"ETB2, ETB1";77;;;6;Qui;;;Laboratório de Informática;;;1
L5096-4TP09;"LETI, LEI, LIGE";Programação Concorrente e Distribuída;"EIB4, EIB3";72;;;6;Qui;;;Laboratório de Informática;;;1
L5098-1PL01;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";ET-PLC1;16;;;3;Sex;;;Lab ISTA;;;0
L5098-1PL02;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";"I-PLC1, EI-PLC1";42;;;3;Sex;;;Lab ISTA;;;0
L5098-1TP03;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";ET-PLC1;1;;;3;Seg;;;Sala de Aulas normal;;;0
L5098-1TP03;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";ET-PLC1;1;;;3;Ter;;;Sala de Aulas normal;;;0
L5098-1TP04;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";"I-PLC1, EI-PLC1";57;;;3;Seg;;;Sala de Aulas normal;;;0
L5098-1TP04;"LETI-PL, LEI-PL, LIGE-PL";"Redes Digitais II - Sistemas, Aplicações e Serviços";"I-PLC1, EI-PLC1";57;;;3;Ter;;;Sala de Aulas normal;;;0
L5098-2PL01;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"IC3, EIC3, ETC3";0;;;3;Qui;;;Lab ISTA;;;1
L5098-2PL02;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";IC2;24;;;3;Qui;;;Lab ISTA;;;1
L5098-2PL03;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";ETC2;22;;;3;Qui;;;Lab ISTA;;;1
L5098-2PL04;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";EIC2;27;;;3;Qui;;;Lab ISTA;;;1
L5098-2PL05;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";ETC1;56;;;3;Sex;;;Lab ISTA;;;1
L5098-2PL06;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";EIC1;54;;;3;Sex;;;Lab ISTA;;;1
L5098-2PL07;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";IC1;51;;;3;Sex;;;Lab ISTA;;;1
L5098-2TP08;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"ETC3, ETC2, ETC1";78;;;3;Seg;;;Sala de Aulas normal;;;1
L5098-2TP08;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"ETC3, ETC2, ETC1";78;;;3;Ter;;;Sala de Aulas normal;;;1
L5098-2TP09;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"EIC3, EIC2, EIC1";81;;;3;Seg;;;Sala de Aulas normal;;;1
L5098-2TP09;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"EIC3, EIC2, EIC1";81;;;3;Ter;;;Sala de Aulas normal;;;1
L5098-2TP10;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"IC3, IC2, IC1";75;;;3;Seg;;;Sala de Aulas normal;;;1
L5098-2TP10;"LETI, LEI, LIGE";"Redes Digitais II - Sistemas, Aplicações e Serviços";"IC3, IC2, IC1";75;;;3;Ter;;;Sala de Aulas normal;;;1
L5103-1TP01;LEI-PL;Teoria da Computação;"EI-PLB2, EI-PLB1";26;;;3;Qua;;;Sala de Aulas normal;;;0
L5103-1TP01;LEI-PL;Teoria da Computação;"EI-PLB2, EI-PLB1";26;;;3;Qui;;;Sala de Aulas normal;;;0
L5103-1TP01;LEI-PL;Teoria da Computação;"EI-PLB2, EI-PLB1";26;;;3;Sex;;;Sala de Aulas normal;;;0
L5103TP01;LEI;Teoria da Computação;"EIB4, EIB3";40;;;3;Ter;;;Sala de Aulas normal;;;1
L5103TP01;LEI;Teoria da Computação;"EIB4, EIB3";40;;;3;Qui;;;Sala de Aulas normal;;;1
L5103TP01;LEI;Teoria da Computação;"EIB4, EIB3";40;;;3;Sex;;;Sala de Aulas normal;;;1
L5103TP02;LEI;Teoria da Computação;"EIB2, EIB1";44;;;3;Ter;;;Sala de Aulas normal;;;1
L5103TP02;LEI;Teoria da Computação;"EIB2, EIB1";44;;;3;Qui;;;Sala de Aulas normal;;;1
L5103TP02;LEI;Teoria da Computação;"EIB2, EIB1";44;;;3;Sex;;;Sala de Aulas normal;;;1
L5104-1TP01;LEI-PL;Gestão e Contabilidade Empresarial;"EI-PLB2, EI-PLB1";33;;;3;Seg;;;Sala de Aulas normal;;;0
L5104-1TP01;LEI-PL;Gestão e Contabilidade Empresarial;"EI-PLB2, EI-PLB1";33;;;6;Ter;;;Sala de Aulas normal;;;0
L5104TP01;LEI;Gestão e Contabilidade Empresarial;"EIB2, EIB1";46;;;3;Ter;;;Sala de Aulas normal;;;1
L5104TP01;LEI;Gestão e Contabilidade Empresarial;"EIB2, EIB1";46;;;3;Qui;;;Sala de Aulas normal;;;1
L5104TP01;LEI;Gestão e Contabilidade Empresarial;"EIB2, EIB1";46;;;3;Sex;;;Sala de Aulas normal;;;1
L5104TP02;LEI;Gestão e Contabilidade Empresarial;"EIB4, EIB3";35;;;3;Ter;;;Sala de Aulas normal;;;1
L5104TP02;LEI;Gestão e Contabilidade Empresarial;"EIB4, EIB3";35;;;3;Qui;;;Sala de Aulas normal;;;1
L5104TP02;LEI;Gestão e Contabilidade Empresarial;"EIB4, EIB3";35;;;3;Sex;;;Sala de Aulas normal;;;1
L5105-1T01;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;"IC2, IC1, EIC2, EIC1, METIA1";137;;;3;Seg;;;Anfiteatro aulas;;;1
L5105-1T02;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;"I-PLC1, EI-PLC1, METI-PLA1";70;;;3;Seg;;;Sala de Aulas normal;;;0
L5105-1TP03;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;EIC2;18;;;3;Qua;;;Laboratório de Informática;;;1
L5105-1TP04;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;EIC1;42;;;3;Qua;;;Laboratório de Informática;;;1
L5105-1TP05;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;METIA1;21;;;3;Qua;;;Laboratório de Informática;;;1
L5105-1TP06;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;IC1;38;;;3;Qui;;;Laboratório de Informática;;;1
L5105-1TP07;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;IC2;18;;;3;Qui;;;Laboratório de Informática;;;1
L5105-1TP08;"LEI, LEI-PL, LIGE, LIGE-PL, METI";Engenharia de Software I;"I-PLC1, EI-PLC1, METI-PLA1";70;;;3;Sex;;;Laboratório de Informática;;;0
L5118-1TP01;LS;Métodos e Técnicas de Investigação: Intensivos;SB1;37;;;6;Qui;;;Sala de Aulas normal;;;1
L5118-1TP02;LS;Métodos e Técnicas de Investigação: Intensivos;SB2;28;;;6;Sex;;;Sala de Aulas normal;;;1
L5118-2TP01;LCP;Métodos e Técnicas de Investigação: Intensivos;CPB1;44;;;6;Seg;;;Sala de Aulas normal;;;1
L5118TP01;LS-PL;Métodos e Técnicas de Investigação: Intensivos;S-PL-B1;33;;;6;Seg;;;Sala de Aulas normal;;;0
L5126TP01;LS;Sociologia dos Média;"SC3, SC2, SC1";40;;;6;Qua;;;Sala de Aulas normal;;;1
L5127TP01;LS-PL;Sociologia da Comunicação;"S-PL-C2, S-PL-C1";16;;;6;Seg;;;Sala de Aulas normal;;;0
L5134TP01;"LS, LS-PL";Sociologia do Ambiente;"S-PL-C2, S-PL-C1, SC3, SC2, SC1";25;;;6;Seg;;;Sala de Aulas normal;;;1
L5135TP01;"LS, LS-PL";Sociologia Rural;"S-PL-C2, S-PL-C1, SC3, SC2, SC1";11;;;6;Qui;;;Sala de Aulas normal;;;1
L5138TP01;LS;Sociologia da Saúde;"SC3, SC2, SC1";36;;;6;Qua;;;Sala de Aulas normal;;;1
L5141-1TP01;LS;Sociologia do Trabalho;"SC3, SC2, SC1";41;;;6;Qui;;;Sala de Aulas normal;;;1
L5141TP01;LS-PL;Sociologia do Trabalho;"S-PL-C2, S-PL-C1";17;;;6;Qui;;;Sala de Aulas normal;;;0
L5142-1TP01;"LSS-PL, LS-PL";Sociologia da Família;"SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1";24;;;6;Ter;;;Sala de Aulas normal;;;0
L5156TP01;LCP;Direito Constitucional e Administrativo;CPB1;43;;;6;Qui;;;Sala de Aulas normal;;;1
L5157TP01;LCP;Instituições Políticas;"CPA2, CPA1";46;;;6;Ter;;;Sala de Aulas normal;;;1
L5161TP01;LCP;Sistemas Políticos Comparados;CPB1;42;;;6;Sex;;;Sala de Aulas normal;;;1
L5164-1TP01;"LCP, LSS-PL";Cidadania e Cultura Política;"SS-PL-C2, SS-PL-C1, CPC1";16;;;6;Seg;;;Sala NEE;;;1
L5166T01;LHMC;Formação do Portugal Moderno;HMCA1;48;;;3;Ter;;;Sala de Aulas normal;;;1
L5166TP02;LHMC;Formação do Portugal Moderno;HMCA1;48;;;3;Ter;;;Sala de Aulas normal;;;1
L5173T01;LHMC;As Revoluções Liberais em Portugal;HMCB1;20;;;3;Qua;;;Sala de Aulas normal;;;1
L5173TP02;LHMC;As Revoluções Liberais em Portugal;HMCB1;20;;;3;Qua;;;Sala de Aulas normal;;;1
L5174-1TTP01;ISCTE-IUL;A Europa e o Mundo no Século XIX;"CI-IEPM2, CI-IEPM1";5;;;6;Sex;;;Sala de Aulas normal;;;1
L5174T01;LHMC;A Europa e o Mundo no Século XIX;HMCB1;25;;;3;Ter;;;Sala de Aulas normal;;;1
L5174TP02;LHMC;A Europa e o Mundo no Século XIX;HMCB1;25;;;3;Ter;;;Sala de Aulas normal;;;1
L5179T01;LHMC;Portugal no Estado Novo;HMCC1;34;;;3;Seg;;;Sala de Aulas normal;;;1
L5179TP02;LHMC;Portugal no Estado Novo;HMCC1;34;;;3;Seg;;;Sala de Aulas normal;;;1
L5180T01;LHMC;A Europa e o Mundo Entre as Guerras;HMCC1;36;;;3;Ter;;;Sala de Aulas normal;;;1
L5180TP02;LHMC;A Europa e o Mundo Entre as Guerras;HMCC1;36;;;3;Ter;;;Sala de Aulas normal;;;1
L5189TP01;LGM;Comunicação Integrada em Marketing;GMKC1;36;;;6;Seg;;;Sala de Aulas normal;;;1
L5189TP01;LGM;Comunicação Integrada em Marketing;GMKC1;36;;;3;Qua;;;Sala de Aulas normal;;;1
